MTX_AP_8,0000.0000,0003.8880,* euh ok donc le début il est euh en bas à gauche
MTX_AP_8,0004.3080,0006.2456,* y a la cigale et la fourmi
MTX_AP_8,0007.2650,0008.8930,et y a un objet au_dessus de
MTX_AP_8,0012.7580,0019.7230,en bas à droite d'accord donc imagine un objet en_fait à peu près au_dessus du premier bar * hum
MTX_AP_8,0019.9880,0024.4829,donc à gauche au_dessus du premier ga- du premier bar que tu vas devoir contourner en_fait en passant par_dessus
MTX_AP_8,0025.9880,0026.3463,puis
MTX_AP_8,0026.6687,0028.0180,en redescendant vers la gauche
MTX_AP_8,0028.3480,0029.1051,tu fais une petite b-
MTX_AP_8,0029.4980,0031.7497,voilà euh euh pas au niv- enfin pas encore en_fait
MTX_AP_8,0032.1441,0035.1416,c'est-à-dire que tu tu tu imagines un objet au_dessus au_dessus du premier bar
MTX_AP_8,0035.5633,0037.8133,tu le contournes comme ça euh
MTX_AP_8,0038.4033,0040.2201,par par_la gauche au euh vers la droite
MTX_AP_8,0040.9880,0042.2730,tu reviens un_petit_peu en dessous
MTX_AP_8,0043.0186,0044.2216,tu descends jusqu'au bar
MTX_AP_8,0045.9080,0048.0426,euh et là tu les contournes donc les deux bars
MTX_AP_8,0048.6030,0050.5380,euh vers la droite en dessous
MTX_AP_8,0052.2780,0053.3616,euh voilà
MTX_AP_8,0054.1703,0056.0658,alors le blaireau il est juste à_côté des deux bars
MTX_AP_8,0056.4156,0058.0880,* tu passes entre_les_deux en_fait
MTX_AP_8,0058.5230,0059.3982,donc en remontant
MTX_AP_8,0059.8180,0061.3580,tu passes au_dessus du blaireau
MTX_AP_8,0062.6580,0063.8830,et une_fois qu' t' passée au_dessus du blaireau
MTX_AP_8,0069.3791,0072.1527,* alors voilà c' était en_fait c'est sur le côté gauche en_fait
MTX_AP_8,0072.6265,0073.2813,du premier bar
MTX_AP_8,0073.5980,0074.4849,qu' il faut que tu passes
MTX_AP_8,0074.7305,0076.1350,c'est c'est pas entre_les_deux bars en_fait
MTX_AP_8,0076.9730,0077.4230,hum
MTX_AP_8,0078.5930,0080.6280,tu tu passes en dessous des deux bars en_fait + voilà
MTX_AP_8,0082.0047,0084.7980,voilà tu tu tu donc tu salues le blaireau
MTX_AP_8,0085.3480,0091.2168,@ euh pas- tu passes au_dessus euh donc du blaireau pour aller vers la droite
MTX_AP_8,0091.7848,0093.3348,et pour descendre jusqu'à la forêt
MTX_AP_8,0093.6848,0094.2706,est-ce_que tu l' as
MTX_AP_8,0094.7221,0096.2605,d'accord donc tu passes en dessous de la forêt
MTX_AP_8,0097.7884,0100.1007,euh une_fois_que tu l' as contournée tu remontes
MTX_AP_8,0100.4827,0103.0784,* euh donc à peu près de manière verticale
MTX_AP_8,0103.8771,0108.1866,euh tu remontes jusqu'au captain kid s loots ok tu passes en dessous
MTX_AP_8,0108.4148,0108.9580,euh
MTX_AP_8,0109.2680,0112.3716,* euh de cet objet ver- en pass- en_allant vers la gauche
MTX_AP_8,0113.3544,0114.0930,tu remontes
MTX_AP_8,0114.3680,0116.8796,euh en formant une petite courbe orientée vers la droite
MTX_AP_8,0117.2280,0118.1969,est-ce_que t' as la plage dorée
MTX_AP_8,0119.2180,0123.0080,d'accord donc au_dessus du captain s kid loot t' as t' as qu- t' as ri- t' as quelque_chose
MTX_AP_8,0125.2030,0126.4858,ouais ouais moi aussi je l' ai en_fait
MTX_AP_8,0126.8707,0127.8418,mais entre_les_deux
MTX_AP_8,0128.1608,0129.6680,euh imagine un un objet
MTX_AP_8,0130.2892,0131.0580,euh
MTX_AP_8,0131.8980,0136.6267,* m- au_dessus du captain kid s look kid s loot en_fait imagine un objet que tu dois cont-
MTX_AP_8,0136.8584,0137.3007,c'est_ça
MTX_AP_8,0137.5342,0137.6945,euh
